seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
29217,2021,4839,Isaiah Joe,NA,SG,21,1,NBA,PHI,41,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,0.078,-2,-1,-3,-0.1
29218,2021,4722,Isaiah Roby,NA,PF,22,2,NBA,OKC,61,1425,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5
29219,2021,4840,Isaiah Stewart,NA,C,19,1,NBA,DET,68,1455,16.4,0.597,0.154,0.225,12,22.7,17.3,6.3,1.3,5.2,13,15.5,1.9,2.1,4,0.132,-1.6,0.5,-1.1,0.3
29220,2021,4012,Isaiah Thomas,NA,PG,31,10,NBA,NOP,3,48,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,-0.2,0,-0.2,-0.179,-7.8,-5.2,-13.1,-0.1
29221,2021,3946,Ish Smith,NA,PG,32,11,NBA,WAS,44,924,11.6,0.473,0.165,0.111,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,0.2,0.9,1.1,0.056,-2.1,0.5,-1.5,0.1
29222,2021,4410,Ivica Zubac,NA,C,23,5,NBA,LAC,72,1609,19.1,0.693,0.01,0.434,13.6,22.4,18.1,7.9,0.7,3.4,14.7,15.1,4.8,2.1,6.9,0.206,0.6,0.4,1,1.2
29223,2021,3674,J.J. Redick,NA,SG,36,15,NBA,TOT,44,723,9.9,0.564,0.667,0.195,0.6,9,4.8,9.7,0.7,0.4,11,19.2,0.4,0.3,0.7,0.045,-1.4,-2.1,-3.5,-0.3
29224,2021,3674,J.J. Redick,NA,SG,36,15,NBA,NOP,31,576,10.9,0.575,0.654,0.22,0.6,9.2,4.9,9.6,0.7,0.3,9.6,19,0.6,0.2,0.8,0.065,-0.8,-2,-2.8,-0.1
29225,2021,3674,J.J. Redick,NA,SG,36,15,NBA,DAL,13,147,5.9,0.516,0.717,0.094,0.8,8.2,4.5,10.3,0.7,0.6,16.6,19.9,-0.2,0.1,-0.1,-0.031,-3.4,-2.6,-6,-0.1
29226,2021,4723,Ja Morant,NA,PG,21,2,NBA,MEM,63,2053,16.7,0.537,0.252,0.389,3,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1.6,1.6,3.2,0.074,1.3,-1.6,-0.4,0.8
29235,2021,4251,JaKarr Sampson,NA,PF,27,6,NBA,IND,29,316,10.9,0.533,0.133,0.257,9.3,17.1,13.2,1.8,0.3,3.6,10.7,19,0,0.3,0.3,0.044,-5.2,-2.3,-7.5,-0.4
29253,2021,4255,JaMychal Green,NA,PF,30,7,NBA,DEN,58,1120,13.6,0.59,0.529,0.152,8.6,19.4,14,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.5,-1,-1.5,0.1
29263,2021,3824,JaVale McGee,NA,C,33,13,NBA,TOT,46,678,17,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1,0.068,-3.3,0.8,-2.5,-0.1
29264,2021,3824,JaVale McGee,NA,C,33,13,NBA,CLE,33,503,18.4,0.554,0.093,0.256,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,0,0.8,0.8,0.074,-2.3,1.2,-1.1,0.1
29265,2021,3824,JaVale McGee,NA,C,33,13,NBA,DEN,13,175,12.9,0.498,0.06,0.179,15,29.7,22.4,4.8,0.8,7.8,17.2,21.8,-0.1,0.3,0.2,0.05,-6.4,-0.3,-6.6,-0.2
29227,2021,4249,Jabari Parker,NA,PF,25,7,NBA,TOT,13,165,14.7,0.593,0.2,0.236,6.7,21.8,14.2,9.9,0.3,2.8,14.1,18.5,0.2,0.1,0.3,0.089,-0.9,0,-0.9,0
29228,2021,4249,Jabari Parker,NA,PF,25,7,NBA,SAC,3,27,5,0.571,0.143,0,4.1,20.8,12.3,5,0,3.1,30,15.9,-0.1,0,0,-0.073,-7.7,-1.4,-9.1,0
29229,2021,4249,Jabari Parker,NA,PF,25,7,NBA,BOS,10,138,16.6,0.596,0.208,0.271,7.2,22,14.5,10.8,0.4,2.7,11.5,18.9,0.2,0.1,0.3,0.121,0.4,0.2,0.7,0.1
29230,2021,4841,Jaden McDaniels,NA,PF,20,1,NBA,MIN,63,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6
29231,2021,4091,Jae Crowder,NA,PF,30,9,NBA,PHO,60,1648,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.097,0.3,0.8,1.1,1.3
29232,2021,4842,Jae'Sean Tate,NA,SF,25,1,NBA,HOU,70,2043,13.8,0.576,0.312,0.235,6.6,13.2,9.8,13.2,2,1.6,12.4,16.4,2.2,1.6,3.8,0.088,-1.6,0.3,-1.4,0.3
29233,2021,4327,Jahlil Okafor,NA,C,25,6,NBA,DET,27,347,13.1,0.644,0.088,0.235,7.3,13.9,10.6,6.1,0.8,1.3,15.7,16.8,0.3,0.3,0.6,0.082,-2.5,-0.7,-3.2,-0.1
29234,2021,4843,Jahmi'us Ramsey,NA,SG,19,1,NBA,SAC,13,94,10.5,0.498,0.5,0.132,2.3,9.6,5.9,8.8,2,0.9,6.9,19.8,0,0,0,0.012,-3.1,-1.4,-4.5,-0.1
29236,2021,4411,Jake Layman,NA,SF,26,5,NBA,MIN,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0
29237,2021,4412,Jakob Poeltl,NA,C,25,5,NBA,SAS,69,1845,17.5,0.612,0,0.288,12.4,19.3,15.8,10.1,1.2,5.7,14.6,13.4,3.2,2.5,5.7,0.148,-0.5,1.2,0.8,1.3
29238,2021,4630,Jalen Brunson,NA,PG,24,3,NBA,DAL,68,1697,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2
29239,2021,4844,Jalen Harris,NA,SG,22,1,NBA,TOR,13,172,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16,2.3,0,15.6,22.6,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1
29240,2021,4724,Jalen Lecque,NA,PG,20,2,NBA,IND,4,12,4.7,0.242,0.111,0.333,18.2,27,22.6,20.6,0,0,0,36.6,-0.1,0,-0.1,-0.232,-6.6,-6.3,-13,0
29241,2021,4725,Jalen McDaniels,NA,SF,23,2,NBA,CHO,47,904,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17,0.3,0.9,1.2,0.062,-2.8,-0.4,-3.2,-0.3
29242,2021,4845,Jalen Smith,NA,PF,20,1,NBA,PHO,27,156,8.4,0.499,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,-0.1,0.2,0.1,0.022,-4.8,-1.3,-6.1,-0.2
29243,2021,4413,Jamal Murray,NA,PG,23,5,NBA,DEN,48,1704,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-0.7,2,1.7
29244,2021,4252,James Ennis III,NA,SF,30,7,NBA,ORL,41,986,12.5,0.613,0.428,0.358,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,1.3,0.7,2,0.097,-1.9,-0.3,-2.2,-0.1
29245,2021,3880,James Harden,NA,PG-SG,31,12,NBA,TOT,44,1609,24.5,0.618,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,5.3,1.7,7,0.208,6.2,1,7.2,3.7
29246,2021,3880,James Harden,NA,SG,31,12,NBA,HOU,8,290,22.4,0.613,0.533,0.444,1.8,13.8,7.5,46.9,1.1,1.8,17.4,28.7,0.8,0.2,1,0.159,5.5,-0.5,5,0.5
29247,2021,3880,James Harden,NA,PG,31,12,NBA,BRK,36,1319,25,0.619,0.437,0.439,2.6,22.1,12.9,43.8,1.7,1.8,16.7,28.4,4.5,1.5,6,0.219,6.4,1.3,7.7,3.2
29248,2021,3881,James Johnson,NA,PF,33,12,NBA,TOT,51,1043,11.4,0.51,0.367,0.232,3.4,15.1,9.3,12.9,2,3.8,13.2,17.1,-0.1,1.3,1.2,0.055,-2.7,1.5,-1.2,0.2
29249,2021,3881,James Johnson,NA,PF,33,12,NBA,DAL,29,504,12.2,0.526,0.414,0.2,3.1,15.6,9.4,13.7,2.3,4.2,14.6,16.2,0,0.7,0.8,0.073,-2,2.5,0.5,0.3
29250,2021,3881,James Johnson,NA,PF,33,12,NBA,NOP,22,539,10.6,0.498,0.33,0.258,3.6,14.7,9.2,12.2,1.6,3.3,12.1,18,-0.1,0.5,0.4,0.039,-3.3,0.5,-2.7,-0.1
29251,2021,4172,James Nunnally,NA,SF,30,3,NBA,NOP,9,48,8.3,0.54,0.923,0.154,4.5,15.8,10.2,8.1,0,0,12.6,13.9,0,0,0,0.031,-0.9,-1.8,-2.7,0
29252,2021,4846,James Wiseman,NA,C,19,1,NBA,GSW,39,836,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,0.042,-4,-1,-5,-0.6
29254,2021,3758,Jared Dudley,NA,PF,35,14,NBA,LAL,12,81,4.4,0.333,0.667,0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,0,0.1,0.1,0.053,-4.4,0.9,-3.5,0
29255,2021,4726,Jared Harper,NA,PG,23,2,NBA,NYK,8,16,-10.8,0.26,0.25,1,0,13.4,6.8,7.7,0,0,34.2,24.4,-0.1,0,-0.1,-0.365,-16.6,-5.5,-22.1,-0.1
29256,2021,4632,Jaren Jackson Jr.,NA,C,21,3,NBA,MEM,11,258,18,0.551,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,0.2,0.5,0.7,0.123,-0.7,0.7,0.1,0.1
29257,2021,4634,Jarred Vanderbilt,NA,PF,21,3,NBA,MIN,64,1139,16.2,0.612,0.021,0.432,10.8,24.7,17.5,9.3,2.7,3.5,15.9,12.3,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5
29258,2021,4727,Jarrell Brantley,NA,PF,24,2,NBA,UTA,28,138,16.6,0.605,0.538,0.038,7.2,13.3,10.4,16.1,2.5,1.2,13.1,19,0.3,0.2,0.5,0.172,0.6,1.6,2.2,0.1
29259,2021,4515,Jarrett Allen,NA,C,22,4,NBA,TOT,63,1864,20.1,0.661,0.039,0.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4
29260,2021,4515,Jarrett Allen,NA,C,22,4,NBA,BRK,12,320,21.5,0.73,0,0.938,13.8,28.6,21.6,8.3,1.1,5.2,19.3,15.5,1,0.5,1.4,0.216,1.7,0.9,2.6,0.4
29261,2021,4515,Jarrett Allen,NA,C,22,4,NBA,CLE,51,1544,19.8,0.649,0.046,0.549,11.2,25.9,18.3,8.8,0.8,4.1,13.1,16.8,3.4,1.6,5,0.155,1.2,-0.4,0.8,1.1
29262,2021,4728,Jarrett Culver,NA,SG,21,2,NBA,MIN,34,499,8.8,0.476,0.315,0.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,-0.4,0.3,-0.1,-0.006,-4.5,-1.1,-5.6,-0.5
29266,2021,4729,Javonte Green,NA,SF-SG,27,2,NBA,TOT,41,473,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,0.5,0.6,1.1,0.107,-2.2,1.7,-0.5,0.2
29267,2021,4729,Javonte Green,NA,SF,27,2,NBA,BOS,25,345,11.8,0.624,0.31,0.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,0.4,0.3,0.8,0.105,-1.7,1.3,-0.5,0.1
29268,2021,4729,Javonte Green,NA,SG,27,2,NBA,CHI,16,128,13.1,0.579,0.258,0.323,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14,0.1,0.2,0.3,0.114,-3.4,2.8,-0.6,0
29269,2021,4730,Jaxson Hayes,NA,C,20,2,NBA,NOP,60,964,19.1,0.675,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,2.6,1,3.5,0.176,0.6,0,0.6,0.6
29270,2021,4847,Jay Scrubb,NA,SG,20,1,NBA,LAC,4,84,6.3,0.458,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0,15.5,23.8,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2
29271,2021,4635,Jaylen Adams,NA,PG,24,2,NBA,MIL,7,18,-6.5,0.125,0.25,0,0,16.9,8.8,12.7,0,0,0,18.6,-0.1,0,-0.1,-0.252,-15.1,-4.6,-19.8,-0.1
29272,2021,4415,Jaylen Brown,NA,SG,24,5,NBA,BOS,58,1999,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2,4.8,0.115,3.2,-0.7,2.5,2.3
29273,2021,4731,Jaylen Hoard,NA,SF,21,2,NBA,OKC,19,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,0.2,0.3,0.5,0.07,-2.2,-0.3,-2.5,0
29274,2021,4732,Jaylen Nowell,NA,SG,21,2,NBA,MIN,42,759,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.4,-2.8,-0.2
29275,2021,4518,Jayson Tatum,NA,SF,22,4,NBA,BOS,64,2290,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4
29276,2021,3761,Jeff Green,NA,PF,34,13,NBA,BRK,68,1835,13,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0,-0.9,-0.8,0.6
29277,2021,3884,Jeff Teague,NA,PG,32,12,NBA,TOT,55,950,12.3,0.562,0.289,0.37,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,0.8,0.8,1.6,0.079,-1.7,-0.5,-2.2,-0.1
29278,2021,3884,Jeff Teague,NA,PG,32,12,NBA,BOS,34,616,11.4,0.542,0.298,0.324,1.8,8.6,5.2,16.2,2.1,1.1,15.4,17.7,0.3,0.5,0.8,0.062,-2.4,-0.3,-2.7,-0.1
29279,2021,3884,Jeff Teague,NA,PG,32,12,NBA,MIL,21,334,14.1,0.598,0.271,0.458,1.6,7.9,4.9,22.2,1.1,1.3,17.8,17.6,0.5,0.2,0.8,0.11,-0.5,-1,-1.4,0.1
29280,2021,4257,Jerami Grant,NA,SF,26,7,NBA,DET,54,1829,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,1.9,-0.8,1.1,1.4
29281,2021,4733,Jeremiah Martin,NA,PG,24,2,NBA,CLE,9,75,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.3,-1.1,-9.5,-0.1
29282,2021,4096,Jeremy Lamb,NA,SG,28,9,NBA,IND,36,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7
29283,2021,4637,Jerome Robinson,NA,SG,23,3,NBA,WAS,17,305,4.1,0.4,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,-0.7,0.3,-0.4,-0.057,-6.9,-0.1,-7,-0.4
29284,2021,4638,Jevon Carter,NA,PG,25,3,NBA,PHO,60,717,12.2,0.548,0.677,0.031,2.6,11.8,7.3,13,2,1.1,6.6,15,0.7,0.8,1.6,0.104,-0.4,0.9,0.5,0.5
29285,2021,4023,Jimmy Butler,NA,SF,31,10,NBA,MIA,52,1745,26.5,0.607,0.139,0.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,6.6,2.7,9.3,0.255,5.4,2.3,7.7,4.3
29286,2021,4260,Joe Harris,NA,SF,29,7,NBA,BRK,69,2141,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.5,-1.2,0.4,1.3
29287,2021,4261,Joe Ingles,NA,SF,33,7,NBA,UTA,67,1867,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24,1.2,0.5,16.3,16.6,4.7,2.3,7,0.18,2.6,0.9,3.5,2.6
29288,2021,4417,Joel Embiid,NA,C,26,5,NBA,PHI,51,1585,30.3,0.636,0.171,0.61,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8
29289,2021,4519,John Collins,NA,PF,23,4,NBA,ATL,63,1848,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2
29290,2021,4734,John Konchar,NA,SG,24,2,NBA,MEM,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,0.9,0.8,1.7,0.145,-0.2,1.4,1.2,0.5
29291,2021,3951,John Wall,NA,PG,30,10,NBA,HOU,40,1288,15.4,0.503,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,-1,0.8,-0.2,-0.007,1.2,-1.9,-0.7,0.4
29292,2021,4100,Jonas Valančiūnas,NA,C,28,9,NBA,MEM,62,1755,24.4,0.636,0.077,0.273,15.1,31.9,23.4,10,1,2.9,10.7,22.4,5.1,2.6,7.8,0.213,3.2,-0.3,3,2.2
29293,2021,4848,Jontay Porter,NA,PF,21,1,NBA,MEM,11,54,9.2,0.64,0.533,0.333,7.8,19.9,13.7,2.5,2.7,1.7,28.9,18.9,-0.1,0.1,0,0.019,-6.8,0.3,-6.5,-0.1
29294,2021,4523,Jordan Bell,NA,C,26,4,NBA,TOT,6,82,8,0.328,0.091,0.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,-0.1,0.1,0,-0.008,-5.9,0.1,-5.8,-0.1
29295,2021,4523,Jordan Bell,NA,C,26,4,NBA,WAS,5,67,8.5,0.35,0.1,0,9.5,20.5,15,9.5,2.1,3.7,13,14.2,-0.1,0.1,0,-0.004,-5.4,-0.3,-5.7,-0.1
29296,2021,4523,Jordan Bell,NA,C,26,4,NBA,GSW,1,15,5.6,0.174,0,1,7.2,28,17.7,15.5,0,11.8,25.8,11.1,0,0,0,-0.026,-8.3,1.7,-6.5,0
29297,2021,4735,Jordan Bone,NA,PG,23,2,NBA,ORL,14,196,8.9,0.519,0.593,0,2,11,6.4,13.6,0.5,0,5.3,12.6,0.1,0.1,0.2,0.045,-3,-1.2,-4.2,-0.1
29298,2021,4265,Jordan Clarkson,NA,SG,28,7,NBA,UTA,68,1818,17.1,0.549,0.557,0.134,2.9,12.7,8,15.3,1.6,0.4,9.2,29.7,1.7,2.5,4.2,0.111,1.8,-0.4,1.4,1.6
29299,2021,4736,Jordan McLaughlin,NA,PG,24,2,NBA,MIN,51,938,12,0.502,0.38,0.124,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2,0.2,-1.7,0.1
29300,2021,4849,Jordan Nwora,NA,SF,22,1,NBA,MIL,30,274,16.1,0.586,0.459,0.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26,0,0.4,0.4,0.068,-0.7,-0.4,-1.1,0.1
29301,2021,4737,Jordan Poole,NA,SG,21,2,NBA,GSW,51,988,15.1,0.581,0.582,0.251,1.6,8.2,5,15.4,1.2,0.8,8.8,25,1.1,0.9,1.9,0.094,0.7,-1.2,-0.5,0.4
29302,2021,4850,Josh Green,NA,SG,20,1,NBA,DAL,39,445,8.8,0.49,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.7,0.1,-3.6,-0.2
29303,2021,4851,Josh Hall,NA,SF,20,1,NBA,OKC,21,336,1,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8
29304,2021,4525,Josh Hart,NA,SF,25,4,NBA,NOP,47,1349,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0.3,-0.8,0.4
29305,2021,4526,Josh Jackson,NA,SG,23,4,NBA,DET,62,1560,12,0.516,0.364,0.308,4,14.2,9.1,15.1,1.7,2.6,15,26.5,-1.6,1.7,0.1,0.004,-2.5,-0.5,-3,-0.4
29306,2021,4644,Josh Okogie,NA,SG,22,3,NBA,MIN,59,1197,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7,2.1,2,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4
29307,2021,4336,Josh Richardson,NA,SG,27,6,NBA,DAL,59,1790,11.9,0.537,0.432,0.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,1,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1
29308,2021,3891,Jrue Holiday,NA,PG,30,12,NBA,MIL,59,1907,20,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6
29309,2021,4739,Juan Toscano-Anderson,NA,SG,27,2,NBA,GSW,53,1107,12.6,0.676,0.44,0.148,2.8,19.5,11.3,18.1,1.7,2.1,21.5,11,1.4,1.6,3,0.13,-1.4,2.2,0.8,0.8
29310,2021,4419,Juancho Hernangómez,NA,PF,25,5,NBA,MIN,52,900,12.1,0.549,0.562,0.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.1,-1.8,-2.9,-0.2
29311,2021,4266,Julius Randle,NA,PF,26,7,NBA,NYK,71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9
29312,2021,4102,Justin Holiday,NA,SG,31,8,NBA,IND,72,2183,10.4,0.571,0.725,0.136,1.6,11.1,6.4,7,1.6,1.5,7.5,14,1.4,1.8,3.1,0.069,-0.9,-0.1,-1,0.6
29313,2021,4528,Justin Jackson,NA,SF,25,4,NBA,TOT,34,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,-0.1,0.3,0.2,0.018,-2.3,-1.2,-3.5,-0.2
29314,2021,4528,Justin Jackson,NA,SF,25,4,NBA,OKC,33,544,10.7,0.519,0.524,0.165,2.6,11,6.8,14.5,1.3,0.3,12,20.2,-0.1,0.3,0.2,0.019,-2.3,-1,-3.2,-0.2
29315,2021,4528,Justin Jackson,NA,SF,25,4,NBA,MIL,1,33,5.8,0.455,0.667,0.222,6.6,12.3,9.6,3.6,0,0,9.2,13.8,0,0,0,0.006,-3.2,-4.8,-8,0
29316,2021,4740,Justin James,NA,SF,24,2,NBA,SAC,36,310,11.3,0.548,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,0.1,0,0.1,0.02,-2,-2.3,-4.3,-0.2
29317,2021,4529,Justin Patton,NA,C,23,4,NBA,HOU,13,247,11.6,0.488,0.486,0.057,5.8,15.8,10.6,8.1,2.3,5.1,5.3,13,0.1,0.3,0.4,0.076,-3.6,1.4,-2.2,0
29318,2021,4741,Justin Robinson,NA,PG,23,2,NBA,OKC,9,88,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.021,-5.8,-1,-6.8,-0.1
29319,2021,4338,Justise Winslow,NA,SF,24,6,NBA,MEM,26,507,6.2,0.395,0.257,0.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,-1.3,0.6,-0.7,-0.066,-6.2,0.2,-6,-0.5
29320,2021,4267,Jusuf Nurkić,NA,C,26,7,NBA,POR,37,880,20.5,0.554,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4,16,22.3,1.2,1.2,2.4,0.133,0.7,1.8,2.5,1
29321,2021,4743,Juwan Morgan,NA,PF,23,2,NBA,UTA,29,147,8.5,0.529,0.433,0.233,6.8,13.1,10.1,8,1.3,0.6,10.8,10.9,0.1,0.2,0.3,0.105,-3.5,1.2,-2.3,0
29361,2021,4752,KZ Okpala,NA,PF,21,2,NBA,MIA,37,447,5.2,0.448,0.521,0.156,5.5,11.8,8.7,5.8,1.1,2.6,12.8,11.9,-0.3,0.4,0.1,0.015,-6.5,-0.6,-7.1,-0.6
29322,2021,4852,Karim Mané,NA,PG,20,1,NBA,ORL,10,88,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6,0,2.1,16.5,8.9,-0.1,0,-0.1,-0.045,-9.1,-0.8,-9.9,-0.2
29323,2021,4339,Karl-Anthony Towns,NA,C,25,6,NBA,MIN,50,1689,23.1,0.612,0.36,0.355,8.2,26.4,17,22.6,1.1,2.9,13.7,29.1,3.8,1.6,5.4,0.153,4.3,0.2,4.5,2.8
29324,2021,4032,Kawhi Leonard,NA,SF,29,10,NBA,LAC,52,1773,26,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,6.4,2.4,8.8,0.238,6,1.3,7.3,4.2
29325,2021,4646,Keita Bates-Diop,NA,SF,25,3,NBA,SAS,30,245,12,0.518,0.254,0.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,0.1,0.3,0.3,0.068,-2.3,0.4,-1.9,0
29326,2021,4744,Kelan Martin,NA,SF,25,2,NBA,IND,35,322,13.9,0.551,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,0.1,0.4,0.4,0.066,-1.1,-1.3,-2.4,0
29327,2021,4745,Keldon Johnson,NA,SF,21,2,NBA,SAS,69,1968,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1,1,9,19.2,1.6,1.7,3.3,0.079,-0.9,-0.7,-1.6,0.2
29328,2021,4853,Keljin Blevins,NA,SF,25,1,NBA,POR,17,75,-0.9,0.3,0.4,0,4.2,10.3,7.1,6.7,1.3,0,20,14.3,-0.2,0,-0.2,-0.137,-8.3,-2.3,-10.7,-0.2
29329,2021,4177,Kelly Olynyk,NA,C-PF,29,8,NBA,TOT,70,1997,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16,1.9,2.1,14,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6
29330,2021,4177,Kelly Olynyk,NA,C,29,8,NBA,MIA,43,1157,12.1,0.549,0.646,0.106,4.4,21.1,12.9,11.7,1.7,2.4,12.3,17.5,0.3,1.6,1.9,0.078,-1.6,1,-0.7,0.4
29331,2021,4177,Kelly Olynyk,NA,PF,29,8,NBA,HOU,27,840,22.3,0.674,0.389,0.421,5.2,24.5,14.5,21.9,2.2,1.7,15.7,22.9,2.2,1,3.2,0.182,2.9,0.9,3.8,1.2
